policy,time_s,fraction_not_fallen
narrow,3.00,1.000000
narrow,3.02,1.000000
narrow,3.04,1.000000
narrow,3.06,1.000000
narrow,3.08,1.000000
narrow,3.10,1.000000
narrow,3.12,1.000000
narrow,3.14,1.000000
narrow,3.16,1.000000
narrow,3.18,1.000000
narrow,3.20,1.000000
narrow,3.22,1.000000
narrow,3.24,1.000000
narrow,3.26,1.000000
narrow,3.28,1.000000
narrow,3.30,1.000000
narrow,3.32,1.000000
narrow,3.34,1.000000
narrow,3.36,1.000000
narrow,3.38,1.000000
narrow,3.40,1.000000
narrow,3.42,1.000000
narrow,3.44,1.000000
narrow,3.46,1.000000
narrow,3.48,1.000000
narrow,3.50,1.000000
narrow,3.52,1.000000
narrow,3.54,1.000000
narrow,3.56,1.000000
narrow,3.58,1.000000
narrow,3.60,1.000000
narrow,3.62,1.000000
narrow,3.64,1.000000
narrow,3.66,1.000000
narrow,3.68,1.000000
narrow,3.70,1.000000
narrow,3.72,1.000000
narrow,3.74,1.000000
narrow,3.76,1.000000
narrow,3.78,1.000000
narrow,3.80,1.000000
narrow,3.82,1.000000
narrow,3.84,1.000000
narrow,3.86,1.000000
narrow,3.88,1.000000
narrow,3.90,1.000000
narrow,3.92,1.000000
narrow,3.94,1.000000
narrow,3.96,1.000000
narrow,3.98,1.000000
narrow,4.00,1.000000
narrow,4.02,1.000000
narrow,4.04,1.000000
narrow,4.06,1.000000
narrow,4.08,1.000000
narrow,4.10,1.000000
narrow,4.12,1.000000
narrow,4.14,1.000000
narrow,4.16,1.000000
narrow,4.18,1.000000
narrow,4.20,1.000000
narrow,4.22,1.000000
narrow,4.24,1.000000
narrow,4.26,1.000000
narrow,4.28,1.000000
narrow,4.30,1.000000
narrow,4.32,1.000000
narrow,4.34,1.000000
narrow,4.36,1.000000
narrow,4.38,1.000000
narrow,4.40,1.000000
narrow,4.42,1.000000
narrow,4.44,1.000000
narrow,4.46,1.000000
narrow,4.48,1.000000
narrow,4.50,1.000000
narrow,4.52,1.000000
narrow,4.54,1.000000
narrow,4.56,1.000000
narrow,4.58,1.000000
narrow,4.60,1.000000
narrow,4.62,1.000000
narrow,4.64,1.000000
narrow,4.66,1.000000
narrow,4.68,1.000000
narrow,4.70,1.000000
narrow,4.72,1.000000
narrow,4.74,1.000000
narrow,4.76,1.000000
narrow,4.78,1.000000
narrow,4.80,1.000000
narrow,4.82,1.000000
narrow,4.84,1.000000
narrow,4.86,1.000000
narrow,4.88,1.000000
narrow,4.90,1.000000
narrow,4.92,1.000000
narrow,4.94,1.000000
narrow,4.96,1.000000
narrow,4.98,1.000000
narrow,5.00,1.000000
narrow,5.02,1.000000
narrow,5.04,1.000000
narrow,5.06,1.000000
narrow,5.08,1.000000
narrow,5.10,1.000000
narrow,5.12,1.000000
narrow,5.14,1.000000
narrow,5.16,1.000000
narrow,5.18,1.000000
narrow,5.20,0.998698
narrow,5.22,0.998698
narrow,5.24,0.997396
narrow,5.26,0.997396
narrow,5.28,0.997396
narrow,5.30,0.997396
narrow,5.32,0.997396
narrow,5.34,0.997396
narrow,5.36,0.997396
narrow,5.38,0.997396
narrow,5.40,0.997396
narrow,5.42,0.997396
narrow,5.44,0.997396
narrow,5.46,0.997396
narrow,5.48,0.997396
narrow,5.50,0.997396
narrow,5.52,0.997396
narrow,5.54,0.997396
narrow,5.56,0.997396
narrow,5.58,0.997396
narrow,5.60,0.997396
narrow,5.62,0.997396
narrow,5.64,0.997396
narrow,5.66,0.997396
narrow,5.68,0.997396
narrow,5.70,0.997396
narrow,5.72,0.997396
narrow,5.74,0.997396
narrow,5.76,0.997396
narrow,5.78,0.997396
narrow,5.80,0.997396
narrow,5.82,0.996094
narrow,5.84,0.996094
narrow,5.86,0.996094
narrow,5.88,0.996094
narrow,5.90,0.996094
narrow,5.92,0.994792
narrow,5.94,0.994792
narrow,5.96,0.994792
narrow,5.98,0.994792
narrow,6.00,0.994792
narrow,6.02,0.994792
narrow,6.04,0.994792
narrow,6.06,0.994792
narrow,6.08,0.992188
narrow,6.10,0.990885
narrow,6.12,0.986979
narrow,6.14,0.985677
narrow,6.16,0.985677
narrow,6.18,0.984375
narrow,6.20,0.984375
narrow,6.22,0.983073
narrow,6.24,0.983073
narrow,6.26,0.981771
narrow,6.28,0.981771
narrow,6.30,0.980469
narrow,6.32,0.980469
narrow,6.34,0.980469
narrow,6.36,0.980469
narrow,6.38,0.979167
narrow,6.40,0.979167
narrow,6.42,0.979167
narrow,6.44,0.979167
narrow,6.46,0.979167
narrow,6.48,0.976562
narrow,6.50,0.976562
narrow,6.52,0.975260
narrow,6.54,0.972656
narrow,6.56,0.970052
narrow,6.58,0.970052
narrow,6.60,0.970052
narrow,6.62,0.970052
narrow,6.64,0.968750
narrow,6.66,0.966146
narrow,6.68,0.966146
narrow,6.70,0.963542
narrow,6.72,0.963542
narrow,6.74,0.963542
narrow,6.76,0.963542
narrow,6.78,0.963542
narrow,6.80,0.959635
narrow,6.82,0.959635
narrow,6.84,0.959635
narrow,6.86,0.959635
narrow,6.88,0.959635
narrow,6.90,0.958333
narrow,6.92,0.958333
narrow,6.94,0.957031
narrow,6.96,0.955729
narrow,6.98,0.954427
narrow,7.00,0.954427
narrow,7.02,0.953125
narrow,7.04,0.953125
narrow,7.06,0.951823
narrow,7.08,0.949219
narrow,7.10,0.946615
narrow,7.12,0.946615
narrow,7.14,0.945312
narrow,7.16,0.944010
narrow,7.18,0.944010
narrow,7.20,0.942708
narrow,7.22,0.941406
narrow,7.24,0.941406
narrow,7.26,0.941406
narrow,7.28,0.940104
narrow,7.30,0.940104
narrow,7.32,0.940104
narrow,7.34,0.936198
narrow,7.36,0.936198
narrow,7.38,0.936198
narrow,7.40,0.934896
narrow,7.42,0.934896
narrow,7.44,0.934896
narrow,7.46,0.933594
narrow,7.48,0.932292
narrow,7.50,0.930990
narrow,7.52,0.928385
narrow,7.54,0.924479
narrow,7.56,0.921875
narrow,7.58,0.919271
narrow,7.60,0.915365
narrow,7.62,0.914062
narrow,7.64,0.910156
narrow,7.66,0.907552
narrow,7.68,0.904948
narrow,7.70,0.903646
narrow,7.72,0.902344
narrow,7.74,0.899740
narrow,7.76,0.898438
narrow,7.78,0.897135
narrow,7.80,0.895833
narrow,7.82,0.895833
narrow,7.84,0.894531
narrow,7.86,0.893229
narrow,7.88,0.891927
narrow,7.90,0.891927
narrow,7.92,0.889323
narrow,7.94,0.889323
narrow,7.96,0.886719
narrow,7.98,0.882812
narrow,8.00,0.877604
narrow,8.02,0.873698
narrow,8.04,0.869792
narrow,8.06,0.865885
narrow,8.08,0.860677
narrow,8.10,0.856771
narrow,8.12,0.856771
narrow,8.14,0.856771
narrow,8.16,0.855469
narrow,8.18,0.852865
narrow,8.20,0.850260
narrow,8.22,0.850260
narrow,8.24,0.847656
narrow,8.26,0.846354
narrow,8.28,0.843750
narrow,8.30,0.843750
narrow,8.32,0.841146
narrow,8.34,0.841146
narrow,8.36,0.841146
narrow,8.38,0.839844
narrow,8.40,0.835938
narrow,8.42,0.834635
narrow,8.44,0.833333
narrow,8.46,0.826823
narrow,8.48,0.824219
narrow,8.50,0.824219
narrow,8.52,0.821615
narrow,8.54,0.817708
narrow,8.56,0.816406
narrow,8.58,0.812500
narrow,8.60,0.805990
narrow,8.62,0.803385
narrow,8.64,0.800781
narrow,8.66,0.799479
narrow,8.68,0.799479
narrow,8.70,0.795573
narrow,8.72,0.791667
narrow,8.74,0.791667
narrow,8.76,0.790365
narrow,8.78,0.790365
narrow,8.80,0.790365
narrow,8.82,0.789062
narrow,8.84,0.786458
narrow,8.86,0.785156
narrow,8.88,0.783854
narrow,8.90,0.783854
narrow,8.92,0.782552
narrow,8.94,0.778646
narrow,8.96,0.777344
narrow,8.98,0.777344
narrow,9.00,0.776042
narrow,9.02,0.769531
narrow,9.04,0.766927
narrow,9.06,0.765625
narrow,9.08,0.761719
narrow,9.10,0.759115
narrow,9.12,0.752604
narrow,9.14,0.751302
narrow,9.16,0.746094
narrow,9.18,0.746094
narrow,9.20,0.743490
narrow,9.22,0.740885
narrow,9.24,0.739583
narrow,9.26,0.739583
narrow,9.28,0.739583
narrow,9.30,0.735677
narrow,9.32,0.734375
narrow,9.34,0.734375
narrow,9.36,0.734375
narrow,9.38,0.734375
narrow,9.40,0.734375
narrow,9.42,0.733073
narrow,9.44,0.731771
narrow,9.46,0.727865
narrow,9.48,0.726562
narrow,9.50,0.723958
narrow,9.52,0.718750
narrow,9.54,0.716146
narrow,9.56,0.713542
narrow,9.58,0.710938
narrow,9.60,0.705729
narrow,9.62,0.703125
narrow,9.64,0.697917
narrow,9.66,0.692708
narrow,9.68,0.686198
narrow,9.70,0.684896
narrow,9.72,0.679688
narrow,9.74,0.675781
narrow,9.76,0.674479
narrow,9.78,0.669271
narrow,9.80,0.667969
narrow,9.82,0.665365
narrow,9.84,0.662760
narrow,9.86,0.658854
narrow,9.88,0.656250
narrow,9.90,0.653646
narrow,9.92,0.649740
narrow,9.94,0.644531
narrow,9.96,0.640625
narrow,9.98,0.635417
narrow,10.00,0.632812
narrow,10.02,0.628906
narrow,10.04,0.626302
narrow,10.06,0.621094
narrow,10.08,0.613281
narrow,10.10,0.611979
narrow,10.12,0.609375
narrow,10.14,0.606771
narrow,10.16,0.605469
