gait,policy,condition,period,speed,step_width,command_df,trials,success,failure,timeout,success_rate,ci_low,ci_high,mean_travel_m,mean_end_time_s
walk,base,nominal,0.48,0.35,0.4,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.004681400954723,11.49625
walk,base,nominal,0.48,0.35,0.4,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.004420101642609,11.571874999999999
walk,base,nominal,0.48,0.35,0.4,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.003563016653061,11.43375
walk,base,nominal,0.48,0.35,0.5,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003690786659718,11.456875
walk,base,nominal,0.48,0.35,0.5,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.003294348716736,11.475000000000001
walk,base,nominal,0.48,0.35,0.5,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.0020884573459625,11.615625000000001
walk,base,nominal,0.48,0.35,0.5,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.005038559436798,11.593749999999998
walk,base,nominal,0.48,0.40,0.1,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003288187086582,10.0040625
walk,base,nominal,0.48,0.40,0.1,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.006758838891983,10.05875
walk,base,nominal,0.48,0.40,0.1,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.004281274974346,9.990000000000002
walk,base,nominal,0.48,0.40,0.1,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.004471227526665,10.07875
walk,base,nominal,0.48,0.40,0.2,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.001541696488857,10.079374999999999
walk,base,nominal,0.48,0.40,0.2,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.005050353705883,10.057187500000001
walk,base,nominal,0.48,0.40,0.2,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.00529632717371,9.9921875
walk,base,nominal,0.48,0.40,0.2,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.003925666213036,10.044375000000002
walk,base,nominal,0.48,0.40,0.3,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003142684698105,10.145
walk,base,nominal,0.48,0.40,0.3,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.0013773664832115,10.13625
walk,base,nominal,0.48,0.40,0.3,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.002501860260963,10.01625
walk,base,nominal,0.48,0.40,0.3,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.004093192517757,10.07375
walk,base,nominal,0.48,0.40,0.4,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.005348652601242,10.15625
walk,base,nominal,0.48,0.40,0.4,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.00278877466917,10.15625
walk,base,nominal,0.48,0.40,0.4,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.006348267197609,10.115625000000001
walk,base,nominal,0.48,0.40,0.4,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.002171874046326,10.119687500000001
walk,base,nominal,0.48,0.40,0.5,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.005607634782791,10.1571875
walk,base,nominal,0.48,0.40,0.5,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.006232433021069,10.15625
walk,base,nominal,0.48,0.40,0.5,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.004237167537212,10.235
walk,base,nominal,0.48,0.40,0.5,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.006341218948364,10.232187499999998
walk,base,nominal,0.54,0.30,0.1,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003340996801853,13.2590625
walk,base,nominal,0.54,0.30,0.1,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.0028800293803215,13.3675
walk,base,nominal,0.54,0.30,0.1,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.004272498190403,13.275937500000001
walk,base,nominal,0.54,0.30,0.1,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.0038028582930565,13.421875
walk,base,nominal,0.54,0.30,0.2,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.004190593957901,13.2571875
walk,base,nominal,0.54,0.30,0.2,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.0027816742658615,13.458125000000003
walk,base,nominal,0.54,0.30,0.2,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.003885671496391,13.2740625
walk,base,nominal,0.54,0.30,0.2,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.004424139857292,13.2925
walk,base,nominal,0.54,0.30,0.3,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.0038904175162315,13.334687500000001
walk,base,nominal,0.54,0.30,0.3,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.003324531018734,13.515625
walk,base,nominal,0.54,0.30,0.3,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.002008035778999,13.275937500000001
walk,base,nominal,0.54,0.30,0.3,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.002289406955242,13.2925
walk,base,nominal,0.54,0.30,0.4,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.002483397722244,13.4965625
walk,base,nominal,0.54,0.30,0.4,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.003141894936562,13.476562500000004
walk,base,nominal,0.54,0.30,0.4,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.003087304532528,13.314375
walk,base,nominal,0.54,0.30,0.4,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.0044339671730995,13.452500000000004
walk,base,nominal,0.54,0.30,0.5,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.0028045028448105,13.5853125
walk,base,nominal,0.54,0.30,0.5,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.002694070339203,13.412500000000001
walk,base,nominal,0.54,0.30,0.5,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.001787379384041,13.3596875
walk,base,nominal,0.54,0.30,0.5,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.003763347864151,13.606875000000002
walk,base,perturbed,0.40,0.30,0.1,0.75,64,2,62,0,0.03125,0.00861195771251659,0.10697493882294247,2.6540850214660168,9.018125000000001
walk,base,perturbed,0.40,0.30,0.1,0.8,64,10,54,0,0.15625,0.08714748876961673,0.26428290202305327,2.9799817837774754,10.393125000000001
walk,base,perturbed,0.40,0.30,0.1,0.85,64,7,57,0,0.109375,0.054000447526830544,0.20898863291938535,2.846615681424737,9.769375
walk,base,perturbed,0.40,0.30,0.1,0.9,64,2,62,0,0.03125,0.00861195771251659,0.10697493882294247,2.2955687679350376,7.6809375
walk,base,perturbed,0.40,0.30,0.2,0.75,64,57,7,0,0.890625,0.7910113670806147,0.9459995524731695,3.9646079167723656,13.2821875
walk,base,perturbed,0.40,0.30,0.2,0.8,64,60,4,0,0.9375,0.8500230335750312,0.9754291963252071,3.9875036776065826,13.602187500000001
walk,base,perturbed,0.40,0.30,0.2,0.85,64,63,1,0,0.984375,0.9166570109970937,0.9972365292495986,3.9989504739642143,13.2571875
walk,base,perturbed,0.40,0.30,0.2,0.9,64,59,5,0,0.921875,0.8298024712135222,0.9661693219045645,3.9648223593831062,12.890625
walk,base,perturbed,0.40,0.30,0.3,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003366246819496,13.388750000000002
walk,base,perturbed,0.40,0.30,0.3,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.003285713493824,13.584375
walk,base,perturbed,0.40,0.30,0.3,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.0031339675188065,13.2459375
walk,base,perturbed,0.40,0.30,0.3,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.003444649279118,12.836875
walk,base,perturbed,0.40,0.30,0.4,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.0031935423612595,13.2971875
walk,base,perturbed,0.40,0.30,0.4,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.002987451851368,13.4059375
walk,base,perturbed,0.40,0.30,0.4,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.0030747428536415,13.325624999999999
walk,base,perturbed,0.40,0.30,0.4,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.003059051930904,12.8915625
walk,base,perturbed,0.40,0.30,0.5,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003357917070389,13.2184375
walk,base,perturbed,0.40,0.30,0.5,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.003186799585819,13.331875
walk,base,perturbed,0.40,0.30,0.5,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.003081850707531,13.45625
walk,base,perturbed,0.40,0.30,0.5,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.003106109797955,13.1084375
walk,base,perturbed,0.48,0.30,0.1,0.75,64,1,63,0,0.015625,0.0027634707504014047,0.08334298900290629,2.4497357234358788,8.47625
walk,base,perturbed,0.48,0.30,0.1,0.8,64,6,58,0,0.09375,0.04367765783128784,0.1898309858327767,2.7830278370529413,9.72875
walk,base,perturbed,0.48,0.30,0.1,0.85,64,5,59,0,0.078125,0.03383067809543547,0.1701975287864777,2.9240117967128754,10.028749999999999
walk,base,perturbed,0.48,0.30,0.1,0.9,64,3,61,0,0.046875,0.016068725432185196,0.12899860788542522,2.8040174450725317,9.6328125
walk,base,perturbed,0.48,0.30,0.2,0.75,64,61,3,0,0.953125,0.8710013921145747,0.9839312745678148,3.9889738857746124,13.375625
walk,base,perturbed,0.48,0.30,0.2,0.8,64,63,1,0,0.984375,0.9166570109970937,0.9972365292495986,4.0025962591171265,13.357812500000001
walk,base,perturbed,0.48,0.30,0.2,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.002580285072327,13.190000000000001
walk,base,perturbed,0.48,0.30,0.2,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.002982780337334,13.188749999999999
walk,base,perturbed,0.48,0.30,0.3,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.00307048112154,13.393437500000001
walk,base,perturbed,0.48,0.30,0.3,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.0030465722084045,13.302500000000002
walk,base,perturbed,0.48,0.30,0.3,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.0028417110443115,13.177500000000002
walk,base,perturbed,0.48,0.30,0.3,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.003179378807545,13.091250000000002
walk,base,perturbed,0.48,0.30,0.4,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.002996891736984,13.39125
walk,base,perturbed,0.48,0.30,0.4,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.003474362194538,13.2809375
walk,base,perturbed,0.48,0.30,0.4,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.003025703132153,13.2965625
walk,base,perturbed,0.48,0.30,0.4,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.002796858549118,13.16
walk,base,perturbed,0.48,0.30,0.5,0.75,64,64,0,0,1.0,0.9433739770288436,1.0,4.003172010183334,13.364375
walk,base,perturbed,0.48,0.30,0.5,0.8,64,64,0,0,1.0,0.9433739770288436,1.0,4.002924561500549,13.23375
walk,base,perturbed,0.48,0.30,0.5,0.85,64,64,0,0,1.0,0.9433739770288436,1.0,4.003432527184486,13.3965625
walk,base,perturbed,0.48,0.30,0.5,0.9,64,64,0,0,1.0,0.9433739770288436,1.0,4.003449492156506,13.3159375
